CL_FISCAL,Nome,UNIDADE,Estoque,Preco,VAL_TOTAL
38221910,0175753-CONFIRME EM TIRA C/01 TESTE,UN,13,246.0,3198.0
38221910,0441078-CONFIRME EM TIRA C/01 TESTE C/IND.SEM,UN,8,1074.0,8592.0
38221910,0339978-CONFIRME EM TIRA C/01 TESTE COMPACT,UN,2,784.0,1568.0
38221910,0442197-CONFIRME EM TIRA C/01 TESTE DIRECT,UN,6,532.0,3192.0
33049990,0146445-CONTRACTUBEX GEL 20G,UN,1,11071.0,11071.0
30049079,0473401-COQUES 200MG C/10 CAPS,UN,2,3738.0,7476.0
"30049069,""0498509-COR-SELECT 2,5MG C/30 COMP"",UN,1,6175.0,6175.0"
"30049069,""0255720-CORDAREX 2,5MG C/30 COMP"",UN,2,2985.0,5970.0"
30049069,0253372-CORDAREX 5MG C/30 COMP,UN,1,3085.0,3085.0
33069000,0234060-COREGA PO FIXADOR 3EM1 22G MENTA,UN,2,1433.0,2866.0
33069000,0518662-COREGA PO FIXADOR 3EM1 22G S/SABOR,UN,6,1731.0,10386.0
33069000,0388678-COREGA TABS BRANQUEADOR C/6,UN,8,703.0,5624.0
33069000,0286837-COREGA TABS ORIGINAL ENV C/6 F.V.,UN,5,726.0,3630.0
33069000,0297770-COREGA ULTRA CR.19G SEM SABOR,UN,5,1936.0,9680.0
33069000,0081434-COREGA ULTRA CR.40G MENTA,UN,2,5754.0,11508.0
33069000,0184825-COREGA ULTRA CR.40G SEM SABOR,UN,3,5161.0,15483.0
"33069000,""0420592-COREGA ULTRA CR.8,5G SEM SABOR"",UN,2,1302.0,2604.0"
33069000,0534226-COREGA ULTRA TRIPLA CR.40G SEM SABOR,UN,3,4824.0,14472.0
33069000,0534238-COREGA ULTRA TRIPLA CR.70G SEM SABOR,UN,1,6522.0,6522.0
30049024,0003065-CORISTINA D 1X4 CPDS F.V,UN,42,998.0,41916.0
30044990,0282081-CORISTINA D CAIXA C/16 COMP,UN,3,3052.0,9156.0
30049036,0542340-CORISTINA D CONGEST C/12 COMP,UN,1,2021.0,2021.0
30049036,0547138-CORISTINA D CONGEST C/4 COMP F.V.,UN,55,653.0,35915.0
39269090,0489413-CORTADOR DE COMPRIMIDOS JP,UN,4,549.0,2196.0
30043999,0015960-CORTICORTEN 20MG C/20 NEOQ.,UN,6,739.0,4434.0
30043999,0015961-CORTICORTEN 5MG C/20 NEOQ.,UN,3,475.0,1425.0
30043290,0510982-CORTIGEN 10MG CREME 20G,UN,2,2147.0,4294.0
30049069,0333803-CORUS 25MG C/30,UN,4,4453.0,17812.0
30049069,0334410-CORUS 50MG C/30,UN,11,1190.0,13090.0
"30049069,""0333864-CORUS H 50/12,5MG C/30"",UN,3,5924.0,17772.0"
30049099,0524597-CORYZALIA C/20 FLACONETES,UN,1,11141.0,11141.0
30049079,0014237-COSOPT COL 20+5MG 5ML,UN,2,14326.0,28652.0
56012190,0147625-COTONETES CAIXA C/150,UN,13,998.0,12974.0
56012190,0081455-COTONETES CAIXA C/75,UN,15,603.0,9045.0
56012190,0081454-COTONETES POTE C/150,UN,10,1385.0,13850.0
90211010,0549205-COTOVELEIRA HIDROLIGHT AJUSTAVEL,UN,2,2415.0,4830.0
38221990,0513128-COVID AG DETECT AUTOTESTE G-TECH,UN,32,1290.0,41280.0
30049069,0225941-COZAAR 50MG C/30 COMP,UN,2,5333.0,10666.0
21069030,0495348-CRANBERRY DUOM 550MG C/60 CAPS,UN,2,2398.0,4796.0
21069090,0320964-CRANBERRY HERBARIUM C/30 SACHES,UN,3,10594.0,31782.0
21069030,0501029-CRANBERRY+VIT C VITGOLD C/60 CAPS,UN,3,7822.0,23466.0
30051020,0490719-CREMER CURAT EXTRA GRANDE C/8 UN,UN,16,981.0,15696.0
30051020,0328583-CREMER CURAT HIDROCLOROIDE C/24UN ACN,UN,8,1180.0,9440.0
30051020,0373479-CREMER CURAT MINIONS C/10,UN,6,327.0,1962.0
30051020,0382759-CREMER CURAT MINIONS C/25,UN,3,759.0,2277.0
"30051030,""0081886-CREMER ESPARADRAPO 10 X 4,5"",RL,3,2612.0,7836.0"
"30051030,""0081888-CREMER ESPARADRAPO 2,5X 4,5"",UN,12,859.0,10308.0"
"30051030,""0081887-CREMER ESPARADRAPO BRANCA 1,2 X 4,5"",UN,11,495.0,5445.0"
"30051090,""0370098-CREMER ESPARADRAPO IMPERM 5,0 X 4,5"",RL,10,1416.0,14160.0"
48114110,0243940-CREMER FITA ADESIVA 19MMX20M BRANCA,UN,15,413.0,6195.0
30049019,0217621-CREON 10.000 C/30 CAPS,UN,1,6816.0,6816.0
30049019,0350278-CREON 25.000 C/30 CAPS,UN,1,13315.0,13315.0
30049099,0190150-CRESTOR 10MG C/30 COMP,UN,1,19353.0,19353.0
30049079,0190113-CRESTOR 20MG C/30 COMP,UN,1,31607.0,31607.0
30049079,0276475-CRESTOR 5MG C/30 COMP,UN,4,8539.0,34156.0
30049069,0243352-CREVAGIN CR.VAG.40G + 7 APLIC,UN,2,4245.0,8490.0
30049099,0003106-CROMOLERG 2% COL 5ML,UN,1,1305.0,1305.0
30045030,0545720-CRONOBE COMPLEX INJ 3AMP,UN,2,1982.0,3964.0
"30049069,""0528376-CRONOCOR 12,5MG C/30 COMP"",UN,2,1947.0,3894.0"
30049069,0528413-CRONOCOR 25MG C/30 COMP,UN,2,2467.0,4934.0
30049069,0528388-CRONOCOR 25MG C/60 COMP,UN,2,3343.0,6686.0
21069030,0490597-CULTURELLE PROBIOTICO JR C/10 COMP MA,UN,1,5964.0,5964.0
21069030,0553636-CULTURELLE PROBIOTICO JR C/30 SACHE,UN,1,14472.0,14472.0
21069030,0567129-CULTURELLE PROBIOTICO MAXX C/7 CAPS,UN,1,5994.0,5994.0
96032100,0488514-CURAPROX ED 5460 SOFT *62741* ULTRAMA,UN,1,2609.0,2609.0
96032100,0488526-CURAPROX ED 5460 SOFT *62745* C/2 DUO,UN,1,4956.0,4956.0
96032100,0488538-CURAPROX ED 7600 SMART*62744* ULTRAMA,UN,1,2609.0,2609.0
96032100,0562598-CURAPROX ED KIDS ULTRA SOFT C/1 UN,UN,1,2609.0,2609.0
21069030,0569025-CURC CT 400MG C/30 COMP,UN,1,13414.0,13414.0
21069030,0517592-CURCUMA 500MG DUOM C/60 CAPS,UN,3,2206.0,6618.0
30049029,0003125-CUTISANOL GEL 100G,UN,3,5603.0,16809.0
30049029,0003126-CUTISANOL PO 150G,UN,2,4293.0,8586.0
30049099,0206225-CYLOCORT COLIRIO 5ML,UN,3,3209.0,9627.0
"30049099,""0292357-CYLOCORT POMADA 3,5G"",UN,3,3198.0,9594.0"
30049099,0266871-CYSTEX C/24 DRAGEAS,UN,3,2929.0,8787.0
30049079,0354827-DAFLON 1000MG C/30 COMP,UN,3,15721.0,47163.0
30049079,0412247-DAFLON 1000MG C/60 COMP,UN,2,27068.0,54136.0
30049079,0003145-DAFLON 500MG C/30 COMP,UN,2,11199.0,22398.0
30049079,0456302-DAFLON FLEX 1000MG C/30 SACHES,UN,1,15721.0,15721.0
30049039,0150766-DAFORIN 10MG C/20 CAPSULAS,UN,2,3677.0,7354.0
30049039,0196631-DAFORIN 20MG C/30 COMP,UN,4,7914.0,31656.0
30049039,0013021-DAFORIN GOTAS 20ML,UN,3,5859.0,17577.0
30043290,0395660-DAIVOBET GEL 30G,UN,1,11145.0,11145.0
30042029,0233918-DAIVOBET POMADA 30G,UN,1,12199.0,12199.0
30042049,0003157-DALACIN-C 300MG C/16 CAPS,UN,2,14485.0,28970.0
30049069,0562160-DAPAGLIFLOZINA EURO 10MG C/30 COMP,UN,9,5848.0,52632.0
"30049099,""0486582-DASTENE 0,5MG C/30 CAPS"",UN,1,10362.0,10362.0"
21069030,0462848-DAYVIT KIDS SUSP 120ML,UN,2,4713.0,9426.0
33043000,0315218-DE-DOL ADSTRINGENTE LIQ 10ML,UN,8,1259.0,10072.0
30043999,0003196-DECADRON 4MG C/10 COMP,ET,3,2054.0,6162.0
30043999,0003198-DECADRON ELIXIR 120ML,VD,1,2753.0,2753.0
30043999,0003200-DECADRON OFTALMICO 5ML,VD,2,1410.0,2820.0
30043999,0013680-DECADRON SOL NASAL 20ML,UN,2,3286.0,6572.0
30049099,0571536-DECONGEX GRIPE C/10 CAPS,UN,1,1355.0,1355.0
30049099,0011770-DECONGEX PLUS 20ML,UN,5,1488.0,7440.0
30049099,0013268-DECONGEX PLUS C/12 COMP,UN,13,2078.0,27014.0
30049099,0011771-DECONGEX PLUS XPE 120ML,UN,8,1523.0,12184.0
30049099,0571524-DECONTOSSE XPE 100ML,UN,1,2222.0,2222.0
30043999,0267904-DEFLAZACORTE EMS 30MG C/10 COMP,UN,2,10631.0,21262.0
30043999,0284978-DEFLAZACORTE EMS 6MG C/20 COMP,UN,2,4372.0,8744.0
"13021200,""0569650-DEL VALLE 1,5L FRUTAS CITRICAS"",UN,2,571.0,1142.0"
22029900,0570613-DEL VALLE 290ML LIMONADA CLASSICA,UN,4,316.0,1264.0
22029900,0570625-DEL VALLE 290ML LIMONADA PINK,UN,4,316.0,1264.0
22029900,0417952-DEL VALLE 290ML UVA,UN,3,316.0,948.0
22021000,0551985-DEL VALLE 450ML UVA,UN,6,262.0,1572.0
30043999,0475394-DELLER ACHE 100MG C/30 COMP,UN,1,7879.0,7879.0
30043999,0452670-DELLER ACHE 50MG C/30 COMP,UN,2,6825.0,13650.0
30049049,0258196-DELTALAB LOCAO 100ML C/PENT.FINO,UN,6,796.0,4776.0
30049049,0559359-DELTAPIL SHAMPOO 100ML,FR,7,834.0,5838.0
30045050,0570833-DEMI D 7.000UI C/4 COMP,UN,1,1252.0,1252.0
33069000,0434990-DENTALFIX CREME FIXADOR 20G MENTA,UN,2,1234.0,2468.0
30049062,0162830-DEOCIL SL 10MG C/10 COMP,UN,14,3009.0,42126.0
30049099,0003248-DEPAKENE 250MG C/25 CAPS,UN,1,2633.0,2633.0
30049099,0003251-DEPAKENE 250MG XPE 100ML,VD,2,2073.0,4146.0
30049099,0252937-DEPAKOTE 250MG C/30 COMP,UN,1,6246.0,6246.0
30049099,0432703-DEPAKOTE ER 500MG C/30 COMP,UN,1,11641.0,11641.0
30049099,0381983-DEPAKOTE SPRINKLE 125MG C/30 CAPS,UN,4,3669.0,14676.0
30049099,0479370-DEPAKOTE SPRINKLE 125MG C/60 CAPS,UN,1,8141.0,8141.0
33079000,0438500-DEPI-ROLL FOLHAS FACIAL 16UN OLEO COC,UN,1,972.0,972.0
33079000,0418741-DEPI-ROLL FOLHAS FACIAL 8UN ARGAN,UN,1,972.0,972.0
33079000,0456045-DEPI-ROLL REFIL ROLL-ON 100G ROSA T.F,UN,2,651.0,1302.0
33079000,0452804-DEPI-ROLL REFIL ROLL-ON 100G TRAD T.F,UN,4,651.0,2604.0
33079000,0509260-DEPIL BELLA CR.DEPIL 100G CORPO ALOE,UN,3,2440.0,7320.0
33079000,0561590-DEPIL BELLA CR.DEPIL 100G CORPO ROMA,UN,3,2440.0,7320.0
33079000,0509272-DEPIL BELLA CR.DEPIL 100G CORPO ROSAS,UN,2,2440.0,4880.0
33079000,0524267-DEPIL BELLA FOLHA DEP.CORPO C/16 ARGA,UN,2,1920.0,3840.0
33079000,0462518-DEPIL BELLA FOLHA DEP.CORPO C/16MEL/A,UN,2,1920.0,3840.0
33079000,0567044-DEPIL BELLA GEL POS DEPILACAO 250G ME,UN,2,2626.0,5252.0
33079000,0546203-DEPIL BELLA GEL POS DEPILACAO 250G ME,UN,2,2626.0,5252.0
30066000,0011911-DEPO-PROVERA 150MG C/SERINGA,UN,1,4339.0,4339.0
33051000,0565234-DERCOS SENSI SCALP CR LIMPEZA 300ML,UN,1,9208.0,9208.0
33051000,0570810-DERCOS SH ENERGIZANTE AMINEXIL 400G,UN,1,11853.0,11853.0
30042049,0362609-DERIVA C MICRO GEL 30G,UN,2,3995.0,7990.0
30049079,0162486-DERMACERIUM 30G CREME,UN,2,5086.0,10172.0
30049079,0497342-DERMACERIUM HS 15G GEL,UN,1,2202.0,2202.0
34013000,0566035-DERMACYD FEM SAB 100ML DELICATE JASMI,UN,11,1000.0,11000.0
34013000,0566047-DERMACYD FEM SAB 100ML INFANTIL,UN,8,1000.0,8000.0
34013000,0237563-DERMACYD FEM SAB.200ML BREEZE,UN,5,1665.0,8325.0
34013000,0214826-DERMACYD FEM SAB.200ML DELICATA,UN,6,1446.0,8676.0
34013000,0353941-DERMACYD FEM SAB.200ML NEUTRALIZE,UN,4,1658.0,6632.0
34013000,0149826-DERMACYD FEM SAB.200ML ORIGINAL,UN,10,1508.0,15080.0
30049099,0455953-DERMAEX OLEO CICATRIZANTE 100ML,UN,1,499.0,499.0
34013000,0478628-DERMAFEME KIT C/2 FLORAL,UN,2,1399.0,2798.0
34013000,0562354-DERMAONE SAB.INTIMO KIT 200ML ORIGINA,UN,4,1079.0,4316.0
30049079,0170134-DERMAZINE CREME 30G,UN,4,3479.0,13916.0
30049079,0013963-DERMAZINE CREME 50G,UN,4,4764.0,19056.0
33049990,0374490-DERMODEX PREVENT 30G,UN,3,1462.0,4386.0
33049990,0379313-DERMODEX PREVENT 60G,UN,3,2104.0,6312.0
30049099,0003290-DERMODEX TRATAMENTO 60G,TB,2,8098.0,16196.0
30049043,0221159-DERMOMAX CREME 30G,UN,2,10552.0,21104.0
30049043,0195695-DERMOMAX CREME 5G,UN,3,2481.0,7443.0
33049910,0479784-DERMON CREME 20G,UN,1,4517.0,4517.0
34013000,0288525-DERMOTIVIN ORIGINAL SABONETE 90G,UN,1,2360.0,2360.0
34013000,0316814-DERMOTIVIN SAB LIQ ORIGINAL 120ML,UN,1,3188.0,3188.0
34013000,0425844-DERMOTIVIN SALIX FOAM 70ML,UN,1,2576.0,2576.0
34013000,0501910-DERMOTIVIN SALIX SA.LIQ 120ML,UN,1,3224.0,3224.0
34013000,0571218-DERMOTIVIN SALIX SA.LIQ 300ML,UN,1,5565.0,5565.0
30045090,0172335-DERSANI 100ML,UN,4,4846.0,19384.0
30045090,0119033-DERSANI 200ML,UN,4,5710.0,22840.0
30045090,0330055-DERSANI BABY 50ML,UN,1,2417.0,2417.0
30045090,0370844-DERSANI HIDROGEL 30G,UN,2,4902.0,9804.0
30045090,0487444-DERSANI HIDROGEL 30G ALGINATO,UN,2,5976.0,11952.0
30049069,0150314-DESALEX 5MG C/10 COMP,UN,1,6810.0,6810.0
30049069,0201584-DESALEX XAROPE 100ML,UN,1,7792.0,7792.0
30049069,0183828-DESALEX XAROPE 60ML,UN,1,5015.0,5015.0
30049036,0541770-DESCON 12+15MG C/12 COMP,UN,2,2153.0,4306.0
30049036,0533670-DESCON XPE 120ML,UN,1,1713.0,1713.0
33049990,0380583-DESITIN CREAMY 57G,UN,2,3557.0,7114.0
33049990,0457861-DESITIN MAX DURAÇÃO 57G,UN,2,4982.0,9964.0
"30049069,""0456289-DESLORATADINA EURO 0,5MG/ML 100 ML"",UN,1,1184.0,1184.0"
"30049069,""0456290-DESLORATADINA EURO 0,5MG/ML 60 ML"",UN,1,863.0,863.0"
30049069,0456375-DESLORATADINA EURO 5MG C/10 COMP,UN,5,660.0,3300.0
30049069,0503000-DESLORATADINA EURO 5MG C/30 COMP,UN,1,2758.0,2758.0
"30049099,""0316802-DESLORATADINA MEDLEY 0,5MG/ML 100 ML"",UN,1,1950.0,1950.0"
30066000,0496981-DESOGESTREL EMS 75MCG C/28 COMP,UN,1,1143.0,1143.0
"30043290,""0571108-DESONIDA BIOSINT 0,5MG/G CREME 30G"",UN,2,2265.0,4530.0"
"30043999,""0510847-DESONIDA GERMED 0,5MG/G POM 30G"",UN,1,1515.0,1515.0"
30049099,0492468-DESVE 100MG C/30 COMP,UN,2,7686.0,15372.0
30049099,0470032-DESVE 50MG C/30 COMP,UN,2,7045.0,14090.0
30049099,0429342-DESVENLAFAXINA EURO 100MG C/30 COMP,UN,3,3145.0,9435.0
30049099,0429354-DESVENLAFAXINA EURO 50MG C/30 COMP,UN,4,3174.0,12696.0
30049099,0502210-DEWS COL 10ML,UN,2,4381.0,8762.0
30043210,0359640-DEXA-CITONEURIN 3AMP+3AMP,UN,1,4074.0,4074.0
30039013,0229683-DEXADOR C/20 COMP,UN,1,5999.0,5999.0
30049069,0003363-DEXALGEN 3AMPI+3AMPIIX1ML,UN,1,4067.0,4067.0
30043999,0317248-DEXAMETASONA EMS 4MG C/10 COMP,UN,8,568.0,4544.0
30043999,0330020-DEXAMETASONA EMS ELIXIR 120ML,UN,2,605.0,1210.0
30049099,0316777-DEXAMETASONA TEUTO 4MG C/10 COMP,UN,5,501.0,2505.0
30045090,0450860-DEXFER 100MG 30ML,UN,2,4622.0,9244.0
30045090,0476232-DEXFER 100MG C/30 COMP,UN,2,5047.0,10094.0
30049069,0432116-DEXILANT 30MG C/30 CAPS,UN,3,10847.0,32541.0
30049069,0432275-DEXILANT 60MG C/30 CAPS,UN,4,10847.0,43388.0
30049099,0436410-DEXILANT 60MG C/60 CAPS,UN,2,21456.0,42912.0
30039083,0511037-DEXMINE XPE 120ML,UN,2,839.0,1678.0
33049990,0438646-DEXPANTOL DERMA CREME 20G,UN,2,786.0,1572.0
"30033939,""0473767-DIA D 1,5MG C/1 COMP"",UN,104,159.0,16536.0"
30049079,0137837-DIAMICRON MR 30MG C/30 COMP,UN,2,4151.0,8302.0
30049079,0283053-DIAMICRON MR 60MG C/30 COMP,UN,1,8707.0,8707.0
30049079,0537693-DIAMOX 250MG C/30 COMP,UN,2,2101.0,4202.0
30043939,0003439-DIANE 35 C/21 COMP,UN,2,3356.0,6712.0
30049062,0012213-DIASEC 2MG C/12 COMP,UN,4,283.0,1132.0
30049064,0339760-DIAZEPAM GERMED 10MG C/30 COMP,UN,6,345.0,2070.0
30043939,0174220-DICLIN C/21 COMP,UN,1,1873.0,1873.0
30043939,0324830-DICLIN C/63 COMP,UN,1,4360.0,4360.0
30049099,0130873-DICLOFENACO DIETILAMONIO MEDLEY CR 60,UN,15,730.0,10950.0
30049037,0453947-DICLOFENACO SODICO EMS 100MG C/10 COM,UN,2,690.0,1380.0
30049037,0142593-DICLOFENACO SODICO MEDLEY 50MG C/20,UN,8,464.0,3712.0
30049069,0363606-DICLOR BETAISTINA EUROF 24MG C/30 COM,UN,2,758.0,1516.0
30049069,0389382-DICLOR HIDROXIZINA EMS 25MG C/30 CAPS,UN,4,3329.0,13316.0
30049069,0436824-DICLOR HIDROXIZINA EURO 2MG/ML 120ML,UN,2,1107.0,2214.0
30049069,0274971-DICLOR LEVOCETIRIZINA EURO 5MG C/10 C,UN,2,1536.0,3072.0
30049039,0239483-DIGEDRAT 200MG C/30 CAPS,UN,1,11829.0,11829.0
21069030,0523319-DIGELIV 400 GALU C/150 COMP MASTIGAVE,UN,1,3572.0,3572.0
21069030,0535308-DIGELIV 400FCC C/30 CAPS,UN,1,6633.0,6633.0
30049041,0003538-DIGEPLUS CAPS GEL 30,UN,2,4429.0,8858.0
"30049079,""0558448-DIGOXINA PHARLAB 0,25MG C/30 COMP"",UN,3,748.0,2244.0"
30049049,0566389-DIMES.LISDEXANFET EURO 30MG C/30 CAPS,UN,1,12665.0,12665.0
30049049,0562232-DIMES.LISDEXANFET EURO 70MG C/30 CAPS,UN,1,14551.0,14551.0
30066000,0014143-DIMINUT C/21 DRGS,UN,1,3983.0,3983.0
30049099,0172300-DIOSMIN 450+50MG C/30 COMP,UN,2,4610.0,9220.0
33049910,0475223-DIOSMIN CREME 200G,UN,1,8434.0,8434.0
30049069,0115022-DIOVAN 160MG C/28 COMP,UN,7,6879.0,48153.0
30049069,0218740-DIOVAN 320MG C/28 COMP,UN,1,6879.0,6879.0
30049069,0012025-DIOVAN 80MG C/28 COMP,UN,3,6956.0,20868.0
30049069,0393900-DIOVAN AMLO FIX 160+10MG C/28 COMP,UN,1,15696.0,15696.0
30049069,0288660-DIOVAN AMLO FIX 160+5MG C/28 COMP,UN,1,10235.0,10235.0
30049069,0261997-DIOVAN AMLO FIX 320+10MG C/28 COMP,UN,1,16544.0,16544.0
30049069,0115034-DIOVAN HCT 160/12.5MG C/28 COMP,UN,2,8539.0,17078.0
30049069,0272710-DIOVAN HCT 160/25MG C/28 COMP,UN,1,13431.0,13431.0
30049069,0013534-DIOVAN HCT 80MG+12.5MG C/28 COMP,UN,6,8538.0,51228.0
30049069,0349839-DIPIRONA EMS 500MG C/10 COMP F.V.,UN,2,258.0,516.0
30049069,0522421-DIPIRONA MEDLEY 1G C/10 COMP,UN,17,678.0,11526.0
30049069,0303559-DIPIRONA MEDLEY 500MG C/30 COMP,UN,6,566.0,3396.0
30049069,0170794-DIPIRONA MEDLEY GTS 20ML,UN,14,484.0,6776.0
30049069,0202079-DIPIRONA MEDLEY SOLUCAO 100ML,UN,3,960.0,2880.0
30049069,0571330-DIPIRONA NOVAQUIM 500MG C/10 COMP F.V,UN,36,157.0,5652.0
17049020,0558791-DIPLOKO PIRULITO VOA LOKO NEON SABORE,UN,1,168.0,168.0
17049020,0558890-DIPLOKO UCOFFEE 8G CAPUCCINO,UN,4,315.0,1260.0
17049020,0558901-DIPLOKO UCOFFEE 8G EXPRESSO,UN,2,315.0,630.0
17049020,0558876-DIPLOKO UNOT SUGAR 8G BLUEBERRY,UN,8,335.0,2680.0
17049020,0558888-DIPLOKO UNOT SUGAR 8G MARACUJA+CHA VE,UN,8,332.0,2656.0
30039099,0003742-DIPROGENTA CREME 30G,TB,3,4170.0,12510.0
30042061,0564445-DIPROP BETAM+GENTAM.GERMED CREME 30G,UN,1,487.0,487.0
30049029,0485683-DIPROP BETAMETASONA EMS POMADA 30G,UN,2,723.0,1446.0
30039099,0003746-DIPROSALIC POM 30G,TB,1,3634.0,3634.0
30039099,0003747-DIPROSALIC SOL 30ML,VD,1,4519.0,4519.0
30049099,0003748-DIPROSONE CREME 30G,UN,2,4599.0,9198.0
30049099,0003749-DIPROSONE LOC 30ML,UN,2,4581.0,9162.0
30043210,0003750-DIPROSONE POM 30G,TB,2,4807.0,9614.0
30043210,0003753-DIPROSPAN 1 AMP 1ML,AP,12,2060.0,24720.0
30049076,0480528-DIUPRESS 25+5MG C/30 COMP,UN,1,3602.0,3602.0
30049099,0511318-DIVALCON ER 250MG C/30 COMP,UN,1,4231.0,4231.0
30049099,0236224-DIVALCON ER 500MG C/30 COMP,UN,1,8523.0,8523.0
30049099,0456656-DIVENA 40MG C/30 COMP,UN,1,5965.0,5965.0
21069030,0419481-DK2CAL C/60 COMP,UN,1,8684.0,8684.0
30049099,0436042-DOBEVEN 500MG C/30 CAPS,UN,1,8451.0,8451.0
33051000,0565210-DOCTAR FORCE SHAMPOO 200ML,UN,1,6827.0,6827.0
33051000,0510652-DOCTAR PLUS SHAMPOO 240ML,UN,1,8484.0,8484.0
21069030,0461840-DOIS C/60 CAPS,UN,1,3512.0,3512.0
21069030,0533500-DOISKA PLUS C/30 CAPS GEL,UN,1,7789.0,7789.0
30049099,0003809-DOLAMIN 125MG C/16 COMP REV,UN,2,2696.0,5392.0
30049099,0498216-DOLAMIN 250MG C/12 COMP,UN,2,4091.0,8182.0
30049099,0208952-DOLAMIN FLEX C/15 COMP,UN,2,5089.0,10178.0
30041011,0521522-DOMPERIDONA CIMED 10MG C/30 COMP,UN,11,219.0,2409.0
30049069,0300166-DOMPERIDONA EURO 10MG C/30 COMP,UN,13,656.0,8528.0
30049069,0442124-DOMPERIDONA EURO 10MG C/60 COMP,UN,6,896.0,5376.0
30049069,0426779-DOMPERIDONA EURO 1MG/ML SUSP 100ML,UN,2,1150.0,2300.0
30049069,0228613-DOMPERIDONA MEDLEY 1MG/ML SUSP 100ML,UN,3,804.0,2412.0
30049069,0482216-DON 5MG C/30 COMP,UN,1,7705.0,7705.0
30049069,0243500-DONAREN 100MG C/30 COMP,UN,2,10969.0,21938.0
30049069,0012420-DONAREN 50MG C/60 COMP,UN,6,4789.0,28734.0
30049069,0417059-DONAREN RETARD 150MG C/30 COMP,UN,5,14578.0,72890.0
30049069,0571854-DONAREN RETARD 150MG C/60 COMP,UN,1,21692.0,21692.0
30049069,0558546-DORALEX 1G C/10 COMP,UN,1,1000.0,1000.0
30049099,0385749-DORDENTE ADV 3ML,UN,17,599.0,10183.0
30049079,0555460-DORE 500MG C/14 COMP,UN,1,3525.0,3525.0
30049039,0513312-DORENE TABS 150MG C/30 COMP,UN,2,9012.0,18024.0
30049039,0510957-DORENE TABS 75MG C/30 COMP,UN,3,6215.0,18645.0
30049039,0112997-DORFLEX C/10 F.V.,UN,114,604.0,68856.0
30049039,0406410-DORFLEX C/36 COMP,UN,19,1648.0,31312.0
30049039,0109123-DORFLEX GTS 20ML,UN,1,1963.0,1963.0
30044990,0531910-DORFLEX MAX C/16 COMP,UN,5,2187.0,10935.0
30044990,0531921-DORFLEX MAX C/8 COMP,UN,21,1212.0,25452.0
30049069,0460097-DORFLEX UNO C/10 COMP,UN,1,1554.0,1554.0
30049029,0553428-DORII PRO 550MG C/10 COMP,UN,1,1678.0,1678.0
30049099,0563803-DORIL C/10 COMP,UN,2,1537.0,3074.0
30049099,0299261-DORIL C/20 COMP,UN,1,2559.0,2559.0
30049099,0378720-DORIL ENXAQUECA C/4 COMP F.V.,UN,21,732.0,15372.0
30049079,0484796-DORZAL MT SOL OFT 5ML,UN,1,9785.0,9785.0
30049079,0473181-DORZAL SOL OFT 5ML,UN,1,7011.0,7011.0
21069030,0364041-DOSE D GTS 20ML MACA VERDE,UN,1,5784.0,5784.0
21069030,0381751-DOSE D LIQ 10ML MACA VERDE,UN,1,4206.0,4206.0
21069030,0471957-DOSS 1000UI C/30 CAPS,UN,1,3547.0,3547.0
30045050,0510823-DOSS 15000UI C/4 CAPS MOLES,UN,1,3342.0,3342.0
30045090,0500522-DOSS 3000UI C/30 CAPS,UN,1,5786.0,5786.0
30049059,0571842-DOSS 50000UI C/12 CAPS,UN,1,12265.0,12265.0
21069030,0494425-DOSS ZINCO 2000UI+20MG C/30 CAPS,UN,1,4499.0,4499.0
"30044990,""0124949-DOSTINEX 0,5MG C/2"",UN,1,11830.0,11830.0"
34011190,0372960-DOVE BABY SAB 75G HIDRATACAO ENRIQUEC,UN,1,408.0,408.0
34013000,0464610-DOVE BABY SAB LIQ.200ML HIDRAT.GLICER,UN,1,1401.0,1401.0
34013000,0521363-DOVE BABY SAB LIQ.200ML HORA DE DORMI,UN,2,1319.0,2638.0
34013000,0569917-DOVE BABY SAB LIQ.400ML HIDRAT.ENRIQU,UN,2,2042.0,4084.0
34013000,0537228-DOVE BABY SAB LIQ.400ML HIDRAT.GLICER,UN,1,2042.0,2042.0
34013000,0543445-DOVE BABY SAB LIQ.REFIL 180ML HORA DO,UN,1,970.0,970.0
33051000,0427837-DOVE BABY SH 200ML CABELOS CACHEADOS,UN,1,1198.0,1198.0
33051000,0472600-DOVE BABY SH 200ML HIDRATACAO GLICERI,UN,1,1198.0,1198.0
33051000,0569929-DOVE BABY SH 400ML HIDRATACAO GLICERI,UN,1,1818.0,1818.0
30049099,0567166-DOVE COND 150ML UV REPAIR GLOW+FERULI,UN,2,1602.0,3204.0
33059000,0545243-DOVE COND 250ML INTENSE REPAIR,UN,1,2463.0,2463.0
33059000,0433235-DOVE COND 400ML RITUAL LISO&NUTRIDO,UN,1,1892.0,1892.0
33072090,0545426-DOVE CR.SERUM 50G PREVINE ESCURECIMEN,UN,3,1498.0,4494.0
33072090,0545438-DOVE CR.SERUM 50G PREVINE IRRITACAO,UN,2,1498.0,2996.0
33072090,0545440-DOVE CR.SERUM 50G REPARAçAO DIARIA,UN,1,1498.0,1498.0
33059000,0572191-DOVE CR.TRAT.300G HIDRATANTE+HIALURON,UN,1,1444.0,1444.0
